ts_code,ts_code,evaluation,sus_grow_rate,y1_grow_rate,y2_grow_rate,y3_grow_rate,y4_grow_rate,y5_grow_rate,y0_grow_rate,y-1_grow_rate,y-2_grow_rate,lastupdate,total_mv,close,市场低估比率,index,symbol,name,area,industry,market,list_date,grade
300189.SZ,300189.SZ,7.065612811858538e+19,0.06,139.77039893736583,139.77039893736583,139.77039893736583,139.77039893736583,139.77039893736583,239.6227673711116,-0.9558887786896076,180.64431821967557,20190401,4720640000.0,4.61,14967489178.133629,1580,300189,神农基因,海南,种植业,创业板,20110316,5.0
000068.SZ,000068.SZ,8.556601885181054e+19,0.06,-70.35580354262223,-70.35580354262223,-70.35580354262223,-70.35580354262223,-70.35580354262223,-213.88206352520257,2.7421769493345707,0.07247594800132062,20190401,6271563221.0,6.23,13643491396.056673,51,000068,华控赛格,深圳,元器件,主板,19970611,5.0
601226.SH,601226.SH,7.171944157185799e+19,0.06,60.02352484979744,60.02352484979744,60.02352484979744,60.02352484979744,60.02352484979744,182.83938098319126,-1.4211579017042957,-1.3476485320946094,20190401,6641250000.0,5.75,10799087756.855524,3019,601226,华电重工,北京,专用机械,主板,20141211,5.0
601101.SH,601101.SH,8.257416304916691e+19,0.06,43.05885841176497,43.05885841176497,43.05885841176497,43.05885841176497,43.05885841176497,73.64612259155444,56.29728704417214,-0.7668344004316576,20190401,8699987472.0,7.25,9491296775.567003,2983,601101,昊华能源,北京,煤炭开采,主板,20100331,5.0
601100.SH,601100.SH,1.483025624069766e+20,0.06,48.535552027439024,48.535552027439024,48.535552027439024,48.535552027439024,48.535552027439024,140.84073835496852,4.654659413311075,0.11125831403747387,20190401,29211840000.0,33.12,5076796339.352972,2982,601100,恒立液压,江苏,工程机械,主板,20111028,5.0
600712.SH,600712.SH,1.070531265461559e+19,0.06,76.99560392065139,76.99560392065139,76.99560392065139,76.99560392065139,76.99560392065139,234.276849103452,-1.0516626943007097,-2.2383746471971224,20190401,2641578496.0,4.85,4052619548.5708604,2733,600712,南宁百货,广西,百货,主板,19960626,5.0
600573.SH,600573.SH,7.961578376756266e+18,0.06,50.54014840120792,50.54014840120792,50.54014840120792,50.54014840120792,50.54014840120792,143.76394186936668,8.748051857279018,-0.8915485230219264,20190401,2242500000.0,8.97,3550313656.416395,2609,600573,惠泉啤酒,福建,啤酒,主板,20030226,5.0
600037.SH,600037.SH,3.5404729661050098e+19,0.06,35.095331238848665,35.095331238848665,35.095331238848665,35.095331238848665,35.095331238848665,105.1584825938137,0.049530177882654465,0.07798094484963425,20190401,17104950194.000002,12.29,2069852834.5533717,2171,600037,歌华有线,北京,影视音像,主板,20010208,5.0
600379.SH,600379.SH,3.90276121332792e+18,0.06,41.17022150073515,41.17022150073515,41.17022150073515,41.17022150073515,41.17022150073515,123.18310472670716,-0.005854000579452623,0.3334137760777205,20190401,2000078045.0,8.48,1951304460.8855963,2462,600379,宝光股份,陕西,电气设备,主板,20020116,5.0
002290.SZ,002290.SZ,4.727968194606544e+18,0.06,63.13380329321426,63.13380329321426,63.13380329321426,63.13380329321426,63.13380329321426,190.3272990431799,-0.9152105738362796,-0.01067858970082214,20190401,2434404670.0,10.03,1942145548.1237388,751,002290,中科新材,江苏,家用电器,中小板,20090903,5.0
002114.SZ,002114.SZ,4.379347149478209e+18,0.06,40.513861207163075,40.513861207163075,40.513861207163075,40.513861207163075,40.513861207163075,118.11795505139072,-0.3297156198946122,3.753344189993149,20190401,2810304870.0,8.69,1558317459.9373283,576,002114,罗平锌电,云南,铅锌,中小板,20070215,5.0
002115.SZ,002115.SZ,9.621126984836198e+18,0.06,47.594654707484814,47.594654707484814,47.594654707484814,47.594654707484814,47.594654707484814,141.656037106894,0.8171789939009059,0.3107480216595471,20190401,7046811137.0,12.73,1365316423.378041,577,002115,三维通信,浙江,通信设备,中小板,20070215,5.0
000571.SZ,000571.SZ,3.136789385477484e+18,0.06,52.95690444871389,52.95690444871389,52.95690444871389,52.95690444871389,52.95690444871389,15.742138097222464,144.11980523294528,-0.9912299840260804,20190401,2930630400.0,3.6,1070346292.2335255,158,000571,新大洲A,海南,综合类,主板,19940525,5.0
000801.SZ,000801.SZ,5.288760784420687e+18,0.06,90.42972800471284,90.42972800471284,90.42972800471284,90.42972800471284,90.42972800471284,272.4328662655487,-0.9959062952312202,-0.14777595617897787,20190401,7057365857.000001,6.9,749395863.0637732,319,000801,四川九洲,四川,通信设备,主板,19980506,5.0
600962.SH,600962.SH,1.815345260784997e+18,0.06,34.375371154180684,34.375371154180684,34.375371154180684,34.375371154180684,34.375371154180684,103.58307673141688,0.3542967178386009,-0.8112599867134243,20190401,2574902200.0,9.82,705015226.6793258,2923,600962,国投中鲁,北京,软饮料,主板,20040622,5.0
600336.SH,600336.SH,2.1131498757075128e+18,0.06,37.11907871728385,37.11907871728385,37.11907871728385,37.11907871728385,37.11907871728385,110.16084958283243,0.4136230634655576,0.7827635055535449,20190401,3804112359.9999995,4.76,555490919.2806809,2427,600336,澳柯玛,山东,家用电器,主板,20001229,5.0
000892.SZ,000892.SZ,2.835146767543303e+18,0.06,67.6464393476651,67.6464393476651,67.6464393476651,67.6464393476651,67.6464393476651,-0.5047874814566948,0.5906999133082127,202.85340561114376,20190401,5405202406.0,5.51,524521849.3559038,376,000892,欢瑞世纪,重庆,影视音像,主板,19990115,5.0
601199.SH,601199.SH,1.7733085390849126e+18,0.06,26.642313057149448,26.642313057149448,26.642313057149448,26.642313057149448,26.642313057149448,79.96558910769754,-0.2486035355899993,0.2099535993408106,20190401,4077516873.0,4.36,434899128.621557,3010,601199,江南水务,江苏,水务,主板,20110317,5.0
601777.SH,601777.SH,1.8061345381879196e+18,0.06,27.50107297247449,27.50107297247449,27.50107297247449,27.50107297247449,27.50107297247449,82.54335792921907,0.6917984968590851,-0.7319375086546759,20190401,6555650318.999999,4.99,275508064.60765857,3086,601777,力帆股份,重庆,摩托车,主板,20101125,5.0
002723.SZ,002723.SZ,6.080247371129987e+17,0.06,39.71584171732183,39.71584171732183,39.71584171732183,39.71584171732183,39.71584171732183,103.25685477696207,16.88057579141868,-0.9899054164152344,20190401,2261084800.0,11.84,268908417.25702363,1180,002723,金莱特,广东,家用电器,中小板,20140129,5.0
000923.SZ,000923.SZ,2.5842858527446697e+18,0.06,71.65181287469105,71.65181287469105,71.65181287469105,71.65181287469105,71.65181287469105,-0.37835776769724017,213.33559128865397,1.9982051031164445,20190401,11474975134.0,17.58,225210583.12471062,401,000923,河北宣工,河北,铜,主板,19990714,5.0
000882.SZ,000882.SZ,1.566851328659259e+18,0.06,39.81815762663248,39.81815762663248,39.81815762663248,39.81815762663248,39.81815762663248,120.82000446313484,-0.9026996731217696,-0.4628319101156464,20190401,8184682322.0,2.99,191437035.52952346,368,000882,华联股份,北京,百货,主板,19980616,5.0
002095.SZ,002095.SZ,1.387216310277056e+18,0.06,41.11037191398696,41.11037191398696,41.11037191398696,41.11037191398696,41.11037191398696,122.940674249849,0.7200595814961985,-0.3296180893843266,20190401,7930353600.0,31.38,174924898.978868,557,002095,生意宝,浙江,互联网,中小板,20061215,5.0
600365.SH,600365.SH,3.4264042622941485e+17,0.06,30.68025023944353,30.68025023944353,30.68025023944353,30.68025023944353,30.68025023944353,91.10756304835311,0.33359203586298025,0.599595634114489,20190401,1992000000.0,4.98,172008245.09910384,2449,600365,通葡股份,吉林,红黄药酒,主板,20010115,5.0
601116.SH,601116.SH,1.0034388731613236e+18,0.06,25.012097996936266,25.012097996936266,25.012097996936266,25.012097996936266,25.012097996936266,74.45455413476414,0.07487867557943129,0.5068611804652152,20190401,7421042320.0,13.55,135215354.18764213,2989,601116,三江购物,浙江,超市连锁,主板,20110302,5.0
601113.SH,601113.SH,1.1356362982718552e+18,0.06,25.664531388320018,25.664531388320018,25.664531388320018,25.664531388320018,25.664531388320018,76.87719304438728,0.32138115531449096,-0.20498003474171667,20190401,10152778165.0,8.74,111854732.73059316,2988,601113,华鼎股份,浙江,化纤,主板,20110509,5.0
000020.SZ,000020.SZ,3.840769571893126e+17,0.06,51.64933576115164,51.64933576115164,51.64933576115164,51.64933576115164,51.64933576115164,157.58023936940918,-0.8214618711726315,-1.8107702147816211,20190401,3607474032.0,12.74,106467004.3844791,16,000020,深华发A,深圳,元器件,主板,19920428,5.0
000995.SZ,000995.SZ,7.663126671052376e+16,0.06,-31.21422129933187,-31.21422129933187,-31.21422129933187,-31.21422129933187,-31.21422129933187,1.1201268186966096,0.481165567262881,-95.2439562839551,20190401,819624960.0,4.62,93495524.94216233,453,000995,*ST皇台,甘肃,白酒,主板,20000807,5.0
600706.SH,600706.SH,2.2787247453098733e+17,0.06,20.572679445150797,20.572679445150797,20.572679445150797,20.572679445150797,20.572679445150797,61.396954970405254,0.21891124912790727,0.1021721159192217,20190401,2477233515.0,13.8,91986674.11608705,2728,600706,曲江文旅,陕西,旅游服务,主板,19960516,5.0
002077.SZ,002077.SZ,3.236251936875344e+17,0.06,27.066677050745888,27.066677050745888,27.066677050745888,27.066677050745888,27.066677050745888,82.27732256327411,0.3852079845862613,-1.46249939562271,20190401,4085653532.0,7.04,79210140.32814002,539,002077,大港股份,江苏,区域地产,中小板,20061116,5.0
601038.SH,601038.SH,3.185257656282249e+17,0.06,27.94037316377305,27.94037316377305,27.94037316377305,27.94037316377305,27.94037316377305,84.02973084837386,-0.8330508930171726,0.6244395359624684,20190401,5323590000.0,5.4,59832887.263037704,2973,601038,一拖股份,河南,农用机械,主板,20120808,5.0
600516.SH,600516.SH,2.2270438691466332e+18,0.06,44.01121187163494,44.01121187163494,44.01121187163494,44.01121187163494,44.01121187163494,-0.5990490087774548,131.32366404559656,1.3090205780857251,20190401,42220709310.0,23.36,52747664.90951508,2560,600516,方大炭素,甘肃,矿物制品,主板,20020830,5.0
000159.SZ,000159.SZ,2.5833967992511552e+17,0.06,-20.512284674100133,-20.512284674100133,-20.512284674100133,-20.512284674100133,-20.512284674100133,-58.15057327337081,-2.9832966638884733,-0.4029840850411147,20190401,4975100028.0,10.35,51926528.81270179,68,000159,国际实业,新疆,石油贸易,主板,20000926,5.0
600172.SH,600172.SH,2.6608525326514288e+17,0.06,22.31733260312445,22.31733260312445,22.31733260312445,22.31733260312445,22.31733260312445,67.79172392109885,-0.8138060079847688,-0.025920103740730168,20190401,6502315675.999999,4.48,40921613.16389882,2285,600172,黄河旋风,河南,矿物制品,主板,19981126,5.0
601188.SH,601188.SH,1.919025664688656e+17,0.06,16.710784609982127,16.710784609982127,16.710784609982127,16.710784609982127,16.710784609982127,49.7066952608169,0.3793871256760071,0.04627144345346035,20190401,4737162856.0,3.6,40510019.93495804,3008,601188,龙江交通,黑龙江,路桥,主板,20100319,5.0
002693.SZ,002693.SZ,7.615097569671734e+16,0.06,37.77635066480245,37.77635066480245,37.77635066480245,37.77635066480245,37.77635066480245,122.70562382001549,-1.0034216108858112,-8.373150214722331,20190401,2045250000.0,5.05,37233088.205093436,1153,002693,双成药业,海南,化学制药,中小板,20120808,5.0
600378.SH,600378.SH,3.6851606522340416e+17,0.06,25.29598490967101,25.29598490967101,25.29598490967101,25.29598490967101,25.29598490967101,75.01182946129043,1.278108227824299,-0.4019829601017042,20190401,10155066168.0,12.13,36288887.63222266,2461,600378,天科股份,四川,化工原料,主板,20010111,5.0
002003.SZ,002003.SZ,2.117456154947391e+17,0.06,15.721932317873524,15.721932317873524,15.721932317873524,15.721932317873524,15.721932317873524,46.59982265305626,0.30407036814781585,0.2619039324164876,20190401,6162706080.0,8.13,34359193.28024046,465,002003,伟星股份,浙江,服饰,中小板,20040625,5.0
600333.SH,600333.SH,1.139379372822751e+17,0.06,20.2467916958538,20.2467916958538,20.2467916958538,20.2467916958538,20.2467916958538,61.97062707707591,-0.05255024512007645,-1.1777017443944402,20190401,3648093797.0,5.99,31232183.154906232,2425,600333,长春燃气,吉林,供气供热,主板,20001211,5.0
002076.SZ,002076.SZ,9.817240455278298e+16,0.06,21.104918681165067,21.104918681165067,21.104918681165067,21.104918681165067,21.104918681165067,63.47809229332134,0.3259525467108595,-0.4892887965370016,20190401,3150505311.0,4.05,31160843.011280887,538,002076,雪莱特,广东,家用电器,中小板,20061025,5.0
600470.SH,600470.SH,8.020665410288411e+16,0.06,18.19679376537465,18.19679376537465,18.19679376537465,18.19679376537465,18.19679376537465,62.1028856428613,-1.191187401664667,-6.32131694507269,20190401,2660160000.0,5.1,30151062.884459622,2523,600470,六国化工,安徽,农药化肥,主板,20040305,5.0
000788.SZ,000788.SZ,1.4563402558092918e+17,0.06,25.258304361006093,25.258304361006093,25.258304361006093,25.258304361006093,25.258304361006093,73.854721379944,1.9676134449362035,-0.047421741861913946,20190401,4940735753.0,8.29,29476180.86066734,307,000788,北大医药,重庆,化学制药,主板,19970616,5.0
603286.SH,603286.SH,3.521158317027954e+16,0.06,22.766457028985528,22.766457028985528,22.766457028985528,22.766457028985528,22.766457028985528,68.16864245836703,0.08592151257786385,0.04480711601170096,20190401,1495530480.0,16.98,23544542.987013586,3284,603286,日盈电子,江苏,汽车配件,主板,20170627,5.0
600888.SH,600888.SH,1.165791265022073e+17,0.06,18.543953803427538,18.543953803427538,18.543953803427538,18.543953803427538,18.543953803427538,52.95745213463167,2.161550542272431,0.5128587333785224,20190401,4955361696.0,5.75,23525855.164305974,2895,600888,新疆众和,新疆,铝,主板,19960215,5.0
603289.SH,603289.SH,7.272735265512717e+16,0.06,17.26581325488022,17.26581325488022,17.26581325488022,17.26581325488022,17.26581325488022,51.28660642900295,0.13410375345423775,0.3767295821834729,20190401,3238011450.0,12.15,22460497.913654912,3286,603289,泰瑞机器,浙江,专用机械,主板,20171031,5.0
600107.SH,600107.SH,6.6591884423162296e+16,0.06,29.336803403106256,29.336803403106256,29.336803403106256,29.336803403106256,29.336803403106256,88.21268296247108,-0.5159799351257508,0.3137071819734465,20190401,2991600000.0,8.31,22259620.748616893,2228,600107,美尔雅,湖北,服饰,主板,19971106,5.0
000659.SZ,000659.SZ,9.794501160334086e+16,0.06,16.425104569964617,16.425104569964617,16.425104569964617,16.425104569964617,16.425104569964617,43.220157222805256,-1.1545350286906777,7.209691515779282,20190401,4589957996.0,3.57,21338976.761604086,217,000659,珠海中富,广东,广告包装,主板,19961203,5.0
600385.SH,600385.SH,3.2884011832550064e+16,0.06,-23.29390284498489,-23.29390284498489,-23.29390284498489,-23.29390284498489,-23.29390284498489,-63.61108717058218,-5.600517810916106,-0.6701035534563813,20190401,1589189698.0,10.73,20692312.74576282,2467,600385,山东金泰,山东,黄金,主板,20010723,5.0
300155.SZ,300155.SZ,6.440446419402376e+16,0.06,-26.675068156057872,-26.675068156057872,-26.675068156057872,-26.675068156057872,-26.675068156057872,-79.28108035362912,-0.360060603596402,-0.384063510948079,20190401,3189585434.0000005,5.87,20192110.33443612,1547,300155,安居宝,广东,元器件,创业板,20110107,5.0
600766.SH,600766.SH,3.965353660087728e+16,0.06,28.269991391793194,28.269991391793194,28.269991391793194,28.269991391793194,28.269991391793194,85.75769860886065,-0.16153980184946234,-0.7861846316316119,20190401,2244510488.0,10.01,17666896.442841124,2785,600766,园城黄金,山东,黄金,主板,19961028,5.0
002111.SZ,002111.SZ,8.828146814923758e+16,0.06,18.002673163488193,18.002673163488193,18.002673163488193,18.002673163488193,18.002673163488193,54.3374502990379,-0.35571179943143993,0.026280990858104314,20190401,5372312981.0,14.07,16432673.057051105,573,002111,威海广泰,山东,航空,中小板,20070126,5.0
600810.SH,600810.SH,1.0312932522973843e+17,0.06,17.918967543758747,17.918967543758747,17.918967543758747,17.918967543758747,17.918967543758747,52.967679547875186,0.2379702388172817,0.5512528445837523,20190401,6368832000.0,14.4,16192815.081463357,2824,600810,神马股份,河南,化纤,主板,19940106,5.0
000880.SZ,000880.SZ,2.7530143677393124e+16,0.06,17.17688041730585,17.17688041730585,17.17688041730585,17.17688041730585,17.17688041730585,51.7216489302152,0.14688470873687653,-0.3378923870345251,20190401,2647803795.0,9.59,10397349.335919857,366,000880,潍柴重机,山东,机械基件,主板,19980402,5.0
600467.SH,600467.SH,4.0853537039801256e+16,0.06,15.770970097912713,15.770970097912713,15.770970097912713,15.770970097912713,15.770970097912713,46.68414585270938,0.18324426144915607,0.4455201795795973,20190401,4382982912.0,3.0,9320942.718021335,2520,600467,好当家,山东,渔业,主板,20040405,5.0
603269.SH,603269.SH,1.3790106122685682e+16,0.06,18.69958200645201,18.69958200645201,18.69958200645201,18.69958200645201,18.69958200645201,55.973334754053056,0.02607479321728356,0.09933647208569196,20190401,1582431000.0,17.3,8714506.060772749,3280,603269,海鸥股份,江苏,机械基件,主板,20170517,5.0
600478.SH,600478.SH,7.181229334560199e+16,0.06,17.77651377508861,17.77651377508861,17.77651377508861,17.77651377508861,17.77651377508861,59.90869660084361,-1.1625113714178708,-5.416643904159904,20190401,8847513814.0,6.02,8116662.602374794,2527,600478,科力远,湖南,元器件,主板,20030918,5.0
600152.SH,600152.SH,2.004008191505531e+16,0.06,18.113144110235247,18.113144110235247,18.113144110235247,18.113144110235247,18.113144110235247,58.39103097384966,-1.1482706769936517,-2.9033279661502767,20190401,3262894136.0000005,7.4,6141810.863875718,2267,600152,维科技术,浙江,电气设备,主板,19980609,5.0
601996.SH,601996.SH,2.5870617510368816e+16,0.06,11.829422684123438,11.829422684123438,11.829422684123438,11.829422684123438,11.829422684123438,34.52160643996494,0.33411464956855164,0.6325469628368166,20190401,4229982792.0,3.69,6116009.107487174,3138,601996,丰林集团,广西,林业,主板,20110929,5.0
600891.SH,600891.SH,1.988107520932088e+16,0.06,12.713815102842126,12.713815102842126,12.713815102842126,12.713815102842126,12.713815102842126,38.46859697022778,-0.19297191225901436,-0.13417974944239108,20190401,3341139194.0,5.41,5950387.192453404,2898,600891,秋林集团,黑龙江,百货,主板,19960325,5.0
601007.SH,601007.SH,1.7574960203298264e+16,0.06,11.202620652494398,11.202620652494398,11.202620652494398,11.202620652494398,11.202620652494398,31.594231894248463,1.590057087974607,0.42357297526012094,20190401,3153000000.0,10.51,5574042.832317877,2960,601007,金陵饭店,江苏,酒店餐饮,主板,20070406,5.0
600112.SH,600112.SH,1.380806857499154e+16,0.06,16.557118108130812,16.557118108130812,16.557118108130812,16.557118108130812,16.557118108130812,51.307433209919246,-1.19734514211216,-0.4387337434146418,20190401,2525656036.0,4.96,5467120.562942524,2233,600112,天成控股,贵州,电气设备,主板,19971127,5.0
600661.SH,600661.SH,3.4473035993275264e+16,0.06,15.230272557635825,15.230272557635825,15.230272557635825,15.230272557635825,15.230272557635825,38.314148275481685,-0.4274874826491664,7.804156880074959,20190401,6710973599.0,23.42,5136814.915713345,2687,600661,昂立教育,上海,文教休闲,主板,19930614,5.0
000096.SZ,000096.SZ,2.96687625037168e+16,0.06,-15.110090659590867,-15.110090659590867,-15.110090659590867,-15.110090659590867,-15.110090659590867,-45.839705530379256,-0.4778804527552512,0.9873140043618988,20190401,5971680000.0,11.31,4968242.861646438,58,000096,广聚能源,深圳,石油贸易,主板,20000724,5.0
603297.SH,603297.SH,2.3916332754423828e+16,0.06,13.618461800380606,13.618461800380606,13.618461800380606,13.618461800380606,13.618461800380606,39.92387238397886,0.3511854301487289,0.5803275870142175,20190401,4824120000.0,57.43,4957656.096926243,3287,603297,永新光学,浙江,电器仪表,主板,20180910,5.0
600550.SH,600550.SH,4.684809223229164e+16,0.06,16.269647792774418,16.269647792774418,16.269647792774418,16.269647792774418,16.269647792774418,48.96845059705805,-0.3469652764001848,0.18745805766538728,20190401,9502286957.0,5.16,4930190.27335239,2589,600550,保变电气,河北,电气设备,主板,20010228,5.0
601098.SH,601098.SH,1.1489054847408826e+17,0.06,10.80623757772488,10.80623757772488,10.80623757772488,10.80623757772488,10.80623757772488,32.50146433110863,-0.15124633991302214,0.0684947419790396,20190401,23455760000.0,13.06,4898179.595047368,2980,601098,中南传媒,湖南,出版业,主板,20101028,5.0
600004.SH,600004.SH,1.4979029691992454e+17,0.06,11.506671884610677,11.506671884610677,11.506671884610677,11.506671884610677,11.506671884610677,34.294429691468736,0.15036730960655853,0.07521865275674089,20190401,31060500915.0,15.01,4822532.201568122,2144,600004,白云机场,广东,机场,主板,20030428,5.0
002161.SZ,002161.SZ,2.5659351949807588e+16,0.06,28.214807237821933,28.214807237821933,28.214807237821933,28.214807237821933,28.214807237821933,83.08627168690812,-0.9556207110469632,2.5137707376046166,20190401,5710927128.0,7.72,4493026.379740641,623,002161,远望谷,深圳,通信设备,中小板,20070821,5.0
600662.SH,600662.SH,2.144195408675857e+16,0.06,13.757771852421934,13.757771852421934,13.757771852421934,13.757771852421934,13.757771852421934,41.87607577330212,-0.5509780595490774,-0.05178215648723339,20190401,5804025672.000001,5.51,3694323.473821618,2688,600662,强生控股,上海,公共交通,主板,19930614,5.0
000638.SZ,000638.SZ,8585110857304709.0,0.06,16.664611170394107,16.664611170394107,16.664611170394107,16.664611170394107,16.664611170394107,50.90901343905185,0.4438264863372015,-1.3590064142067084,20190401,2345252000.0,7.58,3660633.7024987973,209,000638,万方发展,辽宁,批发业,主板,19961126,5.0
002725.SZ,002725.SZ,8013750926378989.0,0.06,16.116816964782256,16.116816964782256,16.116816964782256,16.116816964782256,16.116816964782256,49.18424628534229,-0.6484059859478771,-0.18538940504765697,20190401,2749440000.0,10.74,2914683.7817661013,1182,002725,跃岭股份,浙江,汽车配件,中小板,20140129,5.0
600232.SH,600232.SH,8335727827103176.0,0.06,14.968923090605259,14.968923090605259,14.968923090605259,14.968923090605259,14.968923090605259,45.09229814075353,-0.14025967610075307,-0.04526919283698805,20190401,2895865238.9999995,7.94,2878492.0026583937,2338,600232,金鹰股份,浙江,纺织,主板,20000602,5.0
002004.SZ,002004.SZ,3.355055664673681e+16,0.06,10.560823749181617,10.560823749181617,10.560823749181617,10.560823749181617,10.560823749181617,31.78064969767455,-0.029448357533758074,-0.06873009259593987,20190401,12331055771.000002,6.06,2720816.849647596,466,002004,华邦健康,重庆,化学制药,中小板,20040625,5.0
